length,width,shape
50,51,rectangle
60,24,rectangle
64,53,rectangle
80,80,square
23,89,rectangle
81,81,square
95,100,rectangle
17,17,square
38,62,rectangle
82,82,square
54,31,rectangle
3,37,rectangle
94,94,square
74,74,square
95,95,square
14,49,rectangle
75,75,square
94,94,square
44,11,rectangle
93,93,square
6,6,square
100,100,square
86,12,rectangle
66,66,square
31,31,square
18,18,square
18,18,square
42,42,square
94,63,rectangle
87,87,square
27,27,square
19,94,rectangle
95,95,square
33,24,rectangle
94,94,square
33,33,square
98,14,rectangle
91,91,square
87,87,square
30,72,rectangle
44,44,square
60,60,square
21,21,square
55,17,rectangle
61,10,rectangle
25,25,square
53,53,square
77,77,square
73,73,square
90,90,square
44,44,square
95,95,square
7,7,square
58,41,rectangle
64,41,rectangle
17,17,square
64,12,rectangle
62,81,rectangle
24,82,rectangle
12,92,rectangle
34,47,rectangle
8,70,rectangle
7,7,square
74,37,rectangle
67,67,square
45,46,rectangle
52,52,square
97,97,square
28,24,rectangle
92,13,rectangle
65,65,square
39,39,square
36,9,rectangle
35,35,square
83,83,square
83,73,rectangle
26,20,rectangle
33,33,square
23,23,square
71,74,rectangle
44,20,rectangle
34,34,square
78,50,rectangle
93,9,rectangle
34,34,square
80,80,square
7,84,rectangle
60,32,rectangle
21,81,rectangle
65,65,square
65,65,square
46,46,square
47,47,square
54,41,rectangle
55,55,square
55,55,square
39,39,square
84,51,rectangle
73,33,rectangle
41,41,square
48,48,square
46,10,rectangle
96,95,rectangle
54,54,square
7,7,square
27,8,rectangle
4,4,square
66,66,square
80,62,rectangle
73,63,rectangle
56,48,rectangle
10,3,rectangle
84,84,square
63,63,square
88,70,rectangle
98,77,rectangle
6,81,rectangle
100,8,rectangle
91,91,square
99,99,square
26,26,square
41,74,rectangle
12,63,rectangle
40,40,square
81,81,square
47,40,rectangle
79,19,rectangle
91,80,rectangle
8,8,square
70,28,rectangle
43,61,rectangle
99,97,rectangle
48,48,square
15,15,square
19,19,square
15,50,rectangle
65,65,square
59,28,rectangle
33,97,rectangle
2,97,rectangle
30,52,rectangle
57,57,square
87,46,rectangle
47,47,square
14,14,square
13,9,rectangle
19,59,rectangle
80,19,rectangle
47,47,square
50,80,rectangle
84,84,square
81,10,rectangle
25,93,rectangle
93,93,square
98,3,rectangle
82,82,square
30,40,rectangle
94,60,rectangle
21,39,rectangle
51,51,square
29,73,rectangle
92,30,rectangle
95,95,square
86,18,rectangle
72,72,square
41,35,rectangle
62,33,rectangle
1,34,rectangle
59,71,rectangle
41,41,square
38,96,rectangle
86,86,square
3,99,rectangle
97,97,square
12,12,square
100,100,square
39,5,rectangle
5,5,square
79,79,square
16,16,square
53,53,square
46,46,square
86,86,square
84,84,square
81,81,square
66,66,square
58,58,square
96,6,rectangle
69,24,rectangle
79,79,square
93,93,square
75,51,rectangle
54,54,square
92,92,square
55,55,square
50,50,square
19,19,square
76,76,square
2,2,square
20,20,square
1,1,square
69,65,rectangle
28,81,rectangle
98,98,square
25,33,rectangle
67,100,rectangle
56,17,rectangle
90,100,rectangle
45,45,square
75,10,rectangle
61,66,rectangle
78,55,rectangle
58,58,square
98,10,rectangle
82,52,rectangle
17,17,square
62,4,rectangle
81,81,square
23,23,square
63,90,rectangle
87,26,rectangle
35,84,rectangle
89,24,rectangle
23,23,square
90,10,rectangle
65,65,square
81,2,rectangle
78,97,rectangle
91,79,rectangle
62,62,square
62,62,square
72,98,rectangle
94,31,rectangle
46,46,square
25,21,rectangle
47,47,square
31,31,square
19,19,square
90,31,rectangle
62,62,square
9,9,square
16,97,rectangle
93,93,square
80,80,square
47,33,rectangle
3,3,square
67,67,square
43,43,square
18,18,square
15,15,square
64,64,square
77,77,square
79,38,rectangle
88,15,rectangle
87,87,square
100,100,square
54,67,rectangle
94,94,square
7,7,square
51,51,square
7,9,rectangle
98,18,rectangle
81,63,rectangle
14,90,rectangle
23,23,square
5,99,rectangle
10,10,square
71,71,square
26,26,square
67,79,rectangle
87,87,square
57,57,square
27,87,rectangle
55,56,rectangle
45,81,rectangle
8,8,square
51,91,rectangle
99,99,square
44,84,rectangle
86,78,rectangle
16,58,rectangle
19,19,square
94,10,rectangle
72,86,rectangle
94,30,rectangle
95,64,rectangle
16,16,square
11,68,rectangle
91,28,rectangle
31,30,rectangle
45,46,rectangle
99,99,square
26,44,rectangle
53,84,rectangle
95,95,square
85,85,square
45,79,rectangle
4,10,rectangle
29,74,rectangle
82,41,rectangle
1,82,rectangle
45,62,rectangle
96,96,square
61,10,rectangle
83,27,rectangle
41,100,rectangle
59,58,rectangle
29,41,rectangle
57,15,rectangle
5,28,rectangle
84,83,rectangle
69,15,rectangle
60,60,square
68,65,rectangle
45,89,rectangle
84,84,square
83,94,rectangle
2,24,rectangle
46,46,square
65,1,rectangle
64,64,square
17,8,rectangle
60,60,square
12,12,square
15,70,rectangle
89,10,rectangle
14,35,rectangle
63,26,rectangle
96,96,square
78,64,rectangle
47,47,square
56,56,square
77,77,square
67,67,square
92,92,square
82,15,rectangle
99,94,rectangle
67,67,square
40,71,rectangle
23,87,rectangle
45,88,rectangle
21,36,rectangle
39,90,rectangle
26,55,rectangle
25,15,rectangle
34,34,square
17,17,square
56,64,rectangle
70,60,rectangle
96,33,rectangle
71,71,square
7,7,square
80,2,rectangle
84,84,square
55,41,rectangle
18,16,rectangle
32,41,rectangle
89,43,rectangle
24,24,square
25,30,rectangle
95,95,square
80,64,rectangle
98,98,square
93,93,square
54,75,rectangle
20,20,square
99,88,rectangle
12,12,square
61,30,rectangle
35,35,square
71,71,square
64,64,square
28,28,square
89,89,square
28,28,square
69,69,square
24,12,rectangle
57,57,square
37,37,square
99,69,rectangle
34,34,square
10,95,rectangle
64,51,rectangle
54,27,rectangle
79,79,square
53,53,square
76,76,square
80,80,square
36,36,square
89,89,square
41,81,rectangle
67,4,rectangle
81,11,rectangle
53,53,square
71,35,rectangle
38,38,square
41,91,rectangle
74,17,rectangle
50,50,square
73,65,rectangle
87,87,square
22,60,rectangle
22,22,square
10,10,square
68,68,square
13,83,rectangle
64,82,rectangle
6,19,rectangle
32,95,rectangle
76,36,rectangle
81,42,rectangle
17,31,rectangle
17,14,rectangle
99,41,rectangle
51,51,square
96,96,square
45,45,square
20,20,square
25,22,rectangle
40,91,rectangle
44,44,square
88,81,rectangle
80,80,square
78,25,rectangle
12,12,square
5,95,rectangle
70,81,rectangle
25,49,rectangle
63,91,rectangle
81,32,rectangle
72,72,square
33,33,square
20,20,square
17,39,rectangle
60,85,rectangle
61,61,square
12,12,square
63,35,rectangle
34,97,rectangle
23,23,square
58,76,rectangle
20,20,square
87,87,square
30,30,square
93,93,square
19,14,rectangle
92,92,square
83,83,square
30,73,rectangle
19,19,square
67,67,square
94,27,rectangle
73,49,rectangle
11,11,square
41,41,square
5,5,square
58,24,rectangle
25,25,square
6,6,square
36,16,rectangle
41,88,rectangle
59,59,square
1,1,square
52,52,square
4,4,square
4,55,rectangle
97,97,square
92,51,rectangle
90,90,square
11,11,square
38,90,rectangle
50,50,square
18,18,square
59,59,square
36,32,rectangle
68,37,rectangle
98,62,rectangle
71,71,square
71,71,square
15,15,square
57,57,square
91,45,rectangle
41,41,square
2,2,square
99,99,square
48,41,rectangle
51,51,square
59,90,rectangle
66,77,rectangle
73,51,rectangle
46,71,rectangle
95,95,square
92,92,square
61,61,square
11,82,rectangle
55,32,rectangle
68,22,rectangle
99,99,square
63,63,square
79,79,square
80,67,rectangle
18,18,square
65,65,square
38,9,rectangle
72,96,rectangle
84,84,square
57,34,rectangle
9,9,square
65,52,rectangle
20,20,square
51,43,rectangle
46,46,square
60,60,square
60,60,square
79,99,rectangle
58,58,square
77,77,square
100,100,square
45,84,rectangle
2,70,rectangle
6,89,rectangle
99,99,square
13,55,rectangle
27,27,square
80,80,square
51,51,square
34,34,square
27,27,square
35,15,rectangle
42,35,rectangle
25,25,square
19,89,rectangle
91,71,rectangle
62,49,rectangle
58,41,rectangle
99,99,square
97,97,square
41,41,square
28,28,square
15,80,rectangle
26,16,rectangle
83,98,rectangle
77,77,square
33,33,square
75,75,square
86,86,square
90,30,rectangle
26,34,rectangle
33,33,square
50,50,square
46,46,square
29,98,rectangle
28,28,square
19,99,rectangle
81,4,rectangle
91,18,rectangle
1,7,rectangle
66,66,square
21,87,rectangle
67,67,square
80,80,square
80,94,rectangle
91,46,rectangle
55,12,rectangle
71,71,square
60,60,square
88,88,square
43,43,square
89,89,square
15,54,rectangle
17,17,square
54,54,square
94,74,rectangle
64,10,rectangle
88,89,rectangle
42,42,square
18,58,rectangle
45,22,rectangle
8,100,rectangle
46,46,square
1,67,rectangle
58,58,square
83,76,rectangle
97,33,rectangle
60,60,square
26,19,rectangle
92,92,square
98,98,square
62,62,square
40,40,square
4,4,square
60,32,rectangle
75,66,rectangle
56,56,square
30,30,square
54,51,rectangle
24,24,square
15,15,square
11,33,rectangle
44,77,rectangle
5,5,square
11,11,square
92,92,square
28,27,rectangle
63,30,rectangle
22,93,rectangle
26,26,square
88,88,square
50,50,square
31,31,square
48,7,rectangle
46,38,rectangle
75,75,square
51,51,square
13,13,square
18,34,rectangle
87,87,square
79,79,square
89,89,square
92,55,rectangle
59,10,rectangle
79,74,rectangle
7,7,square
17,17,square
10,1,rectangle
15,15,square
8,8,square
57,40,rectangle
99,42,rectangle
36,93,rectangle
14,42,rectangle
13,19,rectangle
34,14,rectangle
61,8,rectangle
98,98,square
92,24,rectangle
20,38,rectangle
27,16,rectangle
79,37,rectangle
89,15,rectangle
33,33,square
49,8,rectangle
89,88,rectangle
93,93,square
67,86,rectangle
98,98,square
39,51,rectangle
88,9,rectangle
82,85,rectangle
45,45,square
35,35,square
52,52,square
81,31,rectangle
18,13,rectangle
11,61,rectangle
39,41,rectangle
77,87,rectangle
4,4,square
78,78,square
4,4,square
4,40,rectangle
95,50,rectangle
4,17,rectangle
50,50,square
22,31,rectangle
7,92,rectangle
7,90,rectangle
3,23,rectangle
31,60,rectangle
96,96,square
45,16,rectangle
99,99,square
66,42,rectangle
30,30,square
32,32,square
10,10,square
5,89,rectangle
35,93,rectangle
25,20,rectangle
12,59,rectangle
47,24,rectangle
48,44,rectangle
38,38,square
33,20,rectangle
71,71,square
40,69,rectangle
34,47,rectangle
28,62,rectangle
9,74,rectangle
4,16,rectangle
69,69,square
58,58,square
28,68,rectangle
3,3,square
40,57,rectangle
85,72,rectangle
9,9,square
35,15,rectangle
50,97,rectangle
95,70,rectangle
12,12,square
6,18,rectangle
84,84,square
92,63,rectangle
41,91,rectangle
20,94,rectangle
67,79,rectangle
